赛事,样本量,理论概率_胜,理论概率_平,理论概率_负,真实频率_胜,真实频率_平,真实频率_负,卡方统计量,P值,当前期数id
法乙,111.0,0.414,0.281,0.305,0.459,0.234,0.306,1.408,0.495,25037
法国杯,8.0,0.474,0.232,0.293,0.625,0.25,0.125,1.167,0.558,25037
法甲,139.0,0.44,0.245,0.314,0.417,0.259,0.324,0.316,0.854,25037
瑞典超,66.0,0.443,0.25,0.306,0.591,0.091,0.318,9.952,0.007,25037
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25037
美洲杯,31.0,0.462,0.248,0.29,0.387,0.323,0.29,1.071,0.585,25037
美职,65.0,0.506,0.238,0.256,0.569,0.2,0.231,1.063,0.588,25037
英冠,127.0,0.426,0.264,0.31,0.433,0.244,0.323,0.273,0.872,25037
英甲,5.0,0.343,0.259,0.397,0.4,0.6,0.0,4.273,0.118,25037
英超,317.0,0.448,0.227,0.324,0.413,0.256,0.331,2.032,0.362,25037
荷乙,53.0,0.455,0.239,0.305,0.434,0.189,0.377,1.518,0.468,25037
荷兰杯,2.0,0.386,0.158,0.456,0.5,0.0,0.5,0.391,0.823,25037
荷甲,38.0,0.396,0.237,0.367,0.289,0.342,0.368,2.875,0.238,25037
葡萄牙杯,4.0,0.408,0.253,0.339,0.25,0.5,0.25,1.307,0.52,25037
葡超,69.0,0.43,0.239,0.331,0.362,0.275,0.362,1.304,0.521,25037
西甲,214.0,0.439,0.258,0.303,0.444,0.257,0.299,0.025,0.988,25037
解放者杯,16.0,0.49,0.263,0.247,0.438,0.312,0.25,0.238,0.888,25037
足总杯,18.0,0.529,0.209,0.262,0.556,0.222,0.222,0.149,0.928,25037
J2联赛,12.0,0.309,0.275,0.417,0.333,0.25,0.417,0.05,0.975,25038
J联赛,25.0,0.418,0.27,0.311,0.52,0.36,0.12,4.301,0.116,25038
世亚预,71.0,0.469,0.218,0.313,0.38,0.324,0.296,4.932,0.085,25038
世南美预,17.0,0.456,0.252,0.292,0.588,0.412,0.0,7.347,0.025,25038
亚冠,32.0,0.467,0.229,0.304,0.625,0.25,0.125,5.159,0.076,25038
友谊赛,28.0,0.583,0.207,0.21,0.607,0.286,0.107,2.271,0.321,25038
国王杯,3.0,0.479,0.264,0.257,0.0,0.667,0.333,3.341,0.188,25038
天皇杯,31.0,0.385,0.24,0.376,0.452,0.097,0.452,3.475,0.176,25038
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25038
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25038
德乙,61.0,0.446,0.251,0.303,0.492,0.197,0.311,1.004,0.605,25038
德国杯,18.0,0.465,0.21,0.325,0.611,0.111,0.278,1.79,0.409,25038
德甲,255.0,0.451,0.23,0.319,0.388,0.255,0.357,4.069,0.131,25038
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25038
意大利杯,20.0,0.586,0.233,0.18,0.75,0.1,0.15,2.541,0.281,25038
意甲,228.0,0.418,0.261,0.321,0.377,0.329,0.294,5.42,0.067,25038
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25038
挪超,67.0,0.468,0.237,0.295,0.373,0.299,0.328,2.612,0.271,25038
日联杯,10.0,0.276,0.263,0.461,0.3,0.4,0.3,1.294,0.524,25038
欧冠,177.0,0.458,0.228,0.314,0.475,0.186,0.339,1.786,0.409,25038
欧协联,67.0,0.467,0.247,0.286,0.448,0.284,0.269,0.487,0.784,25038
欧国联,112.0,0.446,0.244,0.31,0.438,0.241,0.321,0.073,0.964,25038
欧洲杯,51.0,0.41,0.256,0.333,0.333,0.373,0.294,3.65,0.161,25038
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25038
欧联,159.0,0.46,0.247,0.293,0.497,0.214,0.289,1.184,0.553,25038
欧预赛,3.0,0.412,0.296,0.291,0.333,0.667,0.0,2.311,0.315,25038
法乙,111.0,0.414,0.281,0.305,0.459,0.234,0.306,1.408,0.495,25038
法国杯,8.0,0.474,0.232,0.293,0.625,0.25,0.125,1.167,0.558,25038
法甲,141.0,0.441,0.245,0.314,0.418,0.255,0.326,0.279,0.87,25038
瑞典超,66.0,0.443,0.25,0.306,0.591,0.091,0.318,9.952,0.007,25038
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25038
美洲杯,31.0,0.462,0.248,0.29,0.387,0.323,0.29,1.071,0.585,25038
美职,65.0,0.506,0.238,0.256,0.569,0.2,0.231,1.063,0.588,25038
英冠,127.0,0.426,0.264,0.31,0.433,0.244,0.323,0.273,0.872,25038
英甲,3.0,0.464,0.273,0.262,0.333,0.667,0.0,2.598,0.273,25038
英超,320.0,0.448,0.227,0.324,0.412,0.259,0.328,2.382,0.304,25038
荷乙,53.0,0.455,0.239,0.305,0.434,0.189,0.377,1.518,0.468,25038
荷兰杯,2.0,0.386,0.158,0.456,0.5,0.0,0.5,0.391,0.823,25038
荷甲,38.0,0.396,0.237,0.367,0.289,0.342,0.368,2.875,0.238,25038
葡萄牙杯,4.0,0.408,0.253,0.339,0.25,0.5,0.25,1.307,0.52,25038
葡超,69.0,0.43,0.239,0.331,0.362,0.275,0.362,1.304,0.521,25038
西甲,218.0,0.442,0.258,0.301,0.445,0.257,0.298,0.009,0.995,25038
解放者杯,16.0,0.49,0.263,0.247,0.438,0.312,0.25,0.238,0.888,25038
足总杯,18.0,0.529,0.209,0.262,0.556,0.222,0.222,0.149,0.928,25038
J2联赛,12.0,0.309,0.275,0.417,0.333,0.25,0.417,0.05,0.975,25039
J联赛,25.0,0.418,0.27,0.311,0.52,0.36,0.12,4.301,0.116,25039
世亚预,66.0,0.481,0.217,0.303,0.394,0.333,0.273,5.389,0.068,25039
世南美预,17.0,0.456,0.252,0.292,0.588,0.412,0.0,7.347,0.025,25039
亚冠,38.0,0.488,0.226,0.286,0.658,0.211,0.132,5.457,0.065,25039
友谊赛,22.0,0.624,0.198,0.178,0.636,0.273,0.091,1.577,0.454,25039
国王杯,3.0,0.479,0.264,0.257,0.0,0.667,0.333,3.341,0.188,25039
天皇杯,31.0,0.385,0.24,0.376,0.452,0.097,0.452,3.475,0.176,25039
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25039
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25039
德乙,61.0,0.446,0.251,0.303,0.492,0.197,0.311,1.004,0.605,25039
德国杯,18.0,0.465,0.21,0.325,0.611,0.111,0.278,1.79,0.409,25039
德甲,255.0,0.451,0.23,0.319,0.388,0.255,0.357,4.069,0.131,25039
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25039
意大利杯,20.0,0.586,0.233,0.18,0.75,0.1,0.15,2.541,0.281,25039
意甲,228.0,0.418,0.261,0.321,0.377,0.329,0.294,5.42,0.067,25039
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25039
挪超,67.0,0.468,0.237,0.295,0.373,0.299,0.328,2.612,0.271,25039
日联杯,10.0,0.276,0.263,0.461,0.3,0.4,0.3,1.294,0.524,25039
欧冠,185.0,0.46,0.228,0.312,0.476,0.184,0.341,2.184,0.335,25039
欧协联,67.0,0.467,0.247,0.286,0.448,0.284,0.269,0.487,0.784,25039
欧国联,112.0,0.446,0.244,0.31,0.438,0.241,0.321,0.073,0.964,25039
欧洲杯,51.0,0.41,0.256,0.333,0.333,0.373,0.294,3.65,0.161,25039
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25039
欧联,159.0,0.46,0.247,0.293,0.497,0.214,0.289,1.184,0.553,25039
法乙,111.0,0.414,0.281,0.305,0.459,0.234,0.306,1.408,0.495,25039
法国杯,8.0,0.474,0.232,0.293,0.625,0.25,0.125,1.167,0.558,25039
法甲,141.0,0.441,0.245,0.314,0.418,0.255,0.326,0.279,0.87,25039
瑞典超,66.0,0.443,0.25,0.306,0.591,0.091,0.318,9.952,0.007,25039
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25039
美洲杯,31.0,0.462,0.248,0.29,0.387,0.323,0.29,1.071,0.585,25039
美职,65.0,0.506,0.238,0.256,0.569,0.2,0.231,1.063,0.588,25039
英冠,127.0,0.426,0.264,0.31,0.433,0.244,0.323,0.273,0.872,25039
英甲,3.0,0.464,0.273,0.262,0.333,0.667,0.0,2.598,0.273,25039
英超,320.0,0.448,0.227,0.324,0.412,0.259,0.328,2.382,0.304,25039
荷乙,53.0,0.455,0.239,0.305,0.434,0.189,0.377,1.518,0.468,25039
荷兰杯,2.0,0.386,0.158,0.456,0.5,0.0,0.5,0.391,0.823,25039
荷甲,38.0,0.396,0.237,0.367,0.289,0.342,0.368,2.875,0.238,25039
葡萄牙杯,4.0,0.408,0.253,0.339,0.25,0.5,0.25,1.307,0.52,25039
葡超,69.0,0.43,0.239,0.331,0.362,0.275,0.362,1.304,0.521,25039
西甲,218.0,0.442,0.258,0.301,0.445,0.257,0.298,0.009,0.995,25039
解放者杯,16.0,0.49,0.263,0.247,0.438,0.312,0.25,0.238,0.888,25039
足总杯,18.0,0.529,0.209,0.262,0.556,0.222,0.222,0.149,0.928,25039
J2联赛,12.0,0.309,0.275,0.417,0.333,0.25,0.417,0.05,0.975,25040
J联赛,25.0,0.418,0.27,0.311,0.52,0.36,0.12,4.301,0.116,25040
世亚预,66.0,0.481,0.217,0.303,0.394,0.333,0.273,5.389,0.068,25040
世南美预,17.0,0.456,0.252,0.292,0.588,0.412,0.0,7.347,0.025,25040
亚冠,38.0,0.488,0.226,0.286,0.658,0.211,0.132,5.457,0.065,25040
友谊赛,22.0,0.624,0.198,0.178,0.636,0.273,0.091,1.577,0.454,25040
国王杯,3.0,0.479,0.264,0.257,0.0,0.667,0.333,3.341,0.188,25040
天皇杯,31.0,0.385,0.24,0.376,0.452,0.097,0.452,3.475,0.176,25040
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25040
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25040
德乙,61.0,0.446,0.251,0.303,0.492,0.197,0.311,1.004,0.605,25040
德国杯,18.0,0.465,0.21,0.325,0.611,0.111,0.278,1.79,0.409,25040
德甲,255.0,0.451,0.23,0.319,0.388,0.255,0.357,4.069,0.131,25040
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25040
意大利杯,20.0,0.586,0.233,0.18,0.75,0.1,0.15,2.541,0.281,25040
意甲,228.0,0.418,0.261,0.321,0.377,0.329,0.294,5.42,0.067,25040
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25040
挪超,67.0,0.468,0.237,0.295,0.373,0.299,0.328,2.612,0.271,25040
日联杯,10.0,0.276,0.263,0.461,0.3,0.4,0.3,1.294,0.524,25040
欧冠,185.0,0.46,0.228,0.312,0.476,0.184,0.341,2.184,0.335,25040
欧协联,74.0,0.471,0.247,0.282,0.473,0.27,0.257,0.331,0.847,25040
欧国联,112.0,0.446,0.244,0.31,0.438,0.241,0.321,0.073,0.964,25040
欧洲杯,51.0,0.41,0.256,0.333,0.333,0.373,0.294,3.65,0.161,25040
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25040
欧联,166.0,0.463,0.247,0.29,0.506,0.211,0.283,1.549,0.461,25040
法乙,111.0,0.414,0.281,0.305,0.459,0.234,0.306,1.408,0.495,25040
法国杯,8.0,0.474,0.232,0.293,0.625,0.25,0.125,1.167,0.558,25040
法甲,140.0,0.44,0.245,0.314,0.414,0.257,0.329,0.39,0.823,25040
瑞典超,66.0,0.443,0.25,0.306,0.591,0.091,0.318,9.952,0.007,25040
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25040
美洲杯,31.0,0.462,0.248,0.29,0.387,0.323,0.29,1.071,0.585,25040
美职,65.0,0.506,0.238,0.256,0.569,0.2,0.231,1.063,0.588,25040
英冠,117.0,0.425,0.265,0.31,0.444,0.239,0.316,0.415,0.813,25040
英甲,3.0,0.464,0.273,0.262,0.333,0.667,0.0,2.598,0.273,25040
英超,320.0,0.448,0.227,0.324,0.412,0.259,0.328,2.382,0.304,25040
荷乙,53.0,0.455,0.239,0.305,0.434,0.189,0.377,1.518,0.468,25040
荷兰杯,2.0,0.386,0.158,0.456,0.5,0.0,0.5,0.391,0.823,25040
荷甲,38.0,0.396,0.237,0.367,0.289,0.342,0.368,2.875,0.238,25040
葡萄牙杯,4.0,0.408,0.253,0.339,0.25,0.5,0.25,1.307,0.52,25040
葡超,66.0,0.429,0.242,0.329,0.364,0.288,0.348,1.319,0.517,25040
西甲,218.0,0.442,0.258,0.301,0.445,0.257,0.298,0.009,0.995,25040
解放者杯,16.0,0.49,0.263,0.247,0.438,0.312,0.25,0.238,0.888,25040
足总杯,18.0,0.529,0.209,0.262,0.556,0.222,0.222,0.149,0.928,25040
J2联赛,12.0,0.309,0.275,0.417,0.333,0.25,0.417,0.05,0.975,25041
J联赛,25.0,0.418,0.27,0.311,0.52,0.36,0.12,4.301,0.116,25041
世亚预,66.0,0.481,0.217,0.303,0.394,0.333,0.273,5.389,0.068,25041
世南美预,17.0,0.456,0.252,0.292,0.588,0.412,0.0,7.347,0.025,25041
亚冠,38.0,0.488,0.226,0.286,0.658,0.211,0.132,5.457,0.065,25041
友谊赛,22.0,0.624,0.198,0.178,0.636,0.273,0.091,1.577,0.454,25041
国王杯,3.0,0.479,0.264,0.257,0.0,0.667,0.333,3.341,0.188,25041
天皇杯,31.0,0.385,0.24,0.376,0.452,0.097,0.452,3.475,0.176,25041
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25041
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25041
德乙,63.0,0.445,0.251,0.304,0.476,0.19,0.333,1.24,0.538,25041
德国杯,18.0,0.465,0.21,0.325,0.611,0.111,0.278,1.79,0.409,25041
德甲,252.0,0.449,0.23,0.321,0.393,0.254,0.353,3.187,0.203,25041
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25041
意大利杯,20.0,0.586,0.233,0.18,0.75,0.1,0.15,2.541,0.281,25041
意甲,227.0,0.419,0.261,0.32,0.379,0.33,0.291,5.634,0.06,25041
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25041
挪超,67.0,0.468,0.237,0.295,0.373,0.299,0.328,2.612,0.271,25041
日联杯,10.0,0.276,0.263,0.461,0.3,0.4,0.3,1.294,0.524,25041
欧冠,185.0,0.46,0.228,0.312,0.476,0.184,0.341,2.184,0.335,25041
欧协联,74.0,0.471,0.247,0.282,0.473,0.27,0.257,0.331,0.847,25041
欧国联,112.0,0.446,0.244,0.31,0.438,0.241,0.321,0.073,0.964,25041
欧洲杯,51.0,0.41,0.256,0.333,0.333,0.373,0.294,3.65,0.161,25041
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25041
欧联,166.0,0.463,0.247,0.29,0.506,0.211,0.283,1.549,0.461,25041
法乙,115.0,0.412,0.281,0.307,0.452,0.243,0.304,1.041,0.594,25041
法国杯,8.0,0.474,0.232,0.293,0.625,0.25,0.125,1.167,0.558,25041
法甲,140.0,0.441,0.245,0.314,0.414,0.257,0.329,0.42,0.811,25041
瑞典超,66.0,0.443,0.25,0.306,0.591,0.091,0.318,9.952,0.007,25041
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25041
美洲杯,31.0,0.462,0.248,0.29,0.387,0.323,0.29,1.071,0.585,25041
美职,65.0,0.506,0.238,0.256,0.569,0.2,0.231,1.063,0.588,25041
英冠,118.0,0.425,0.265,0.309,0.449,0.237,0.314,0.515,0.773,25041
英甲,3.0,0.464,0.273,0.262,0.333,0.667,0.0,2.598,0.273,25041
英超,314.0,0.446,0.227,0.326,0.411,0.255,0.334,1.979,0.372,25041
荷乙,55.0,0.453,0.24,0.308,0.436,0.182,0.382,1.793,0.408,25041
荷兰杯,2.0,0.386,0.158,0.456,0.5,0.0,0.5,0.391,0.823,25041
荷甲,39.0,0.397,0.238,0.365,0.282,0.359,0.359,3.702,0.157,25041
葡萄牙杯,4.0,0.408,0.253,0.339,0.25,0.5,0.25,1.307,0.52,25041
葡超,65.0,0.428,0.241,0.331,0.354,0.292,0.354,1.655,0.437,25041
西甲,219.0,0.441,0.258,0.301,0.443,0.26,0.297,0.018,0.991,25041
解放者杯,16.0,0.49,0.263,0.247,0.438,0.312,0.25,0.238,0.888,25041
足总杯,18.0,0.529,0.209,0.262,0.556,0.222,0.222,0.149,0.928,25041
J2联赛,12.0,0.309,0.275,0.417,0.333,0.25,0.417,0.05,0.975,25042
J联赛,25.0,0.418,0.27,0.311,0.52,0.36,0.12,4.301,0.116,25042
世亚预,66.0,0.481,0.217,0.303,0.394,0.333,0.273,5.389,0.068,25042
世南美预,17.0,0.456,0.252,0.292,0.588,0.412,0.0,7.347,0.025,25042
亚冠,38.0,0.488,0.226,0.286,0.658,0.211,0.132,5.457,0.065,25042
友谊赛,22.0,0.624,0.198,0.178,0.636,0.273,0.091,1.577,0.454,25042
国王杯,3.0,0.479,0.264,0.257,0.0,0.667,0.333,3.341,0.188,25042
天皇杯,31.0,0.385,0.24,0.376,0.452,0.097,0.452,3.475,0.176,25042
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25042
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25042
德乙,63.0,0.445,0.251,0.304,0.476,0.19,0.333,1.24,0.538,25042
德国杯,18.0,0.465,0.21,0.325,0.611,0.111,0.278,1.79,0.409,25042
德甲,254.0,0.445,0.231,0.324,0.398,0.248,0.354,2.284,0.319,25042
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25042
意大利杯,20.0,0.586,0.233,0.18,0.75,0.1,0.15,2.541,0.281,25042
意甲,229.0,0.42,0.261,0.319,0.384,0.328,0.288,5.213,0.074,25042
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25042
挪超,67.0,0.468,0.237,0.295,0.373,0.299,0.328,2.612,0.271,25042
日联杯,10.0,0.276,0.263,0.461,0.3,0.4,0.3,1.294,0.524,25042
欧冠,185.0,0.46,0.228,0.312,0.476,0.184,0.341,2.184,0.335,25042
欧协联,74.0,0.471,0.247,0.282,0.473,0.27,0.257,0.331,0.847,25042
欧国联,112.0,0.446,0.244,0.31,0.438,0.241,0.321,0.073,0.964,25042
欧洲杯,51.0,0.41,0.256,0.333,0.333,0.373,0.294,3.65,0.161,25042
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25042
欧联,166.0,0.463,0.247,0.29,0.506,0.211,0.283,1.549,0.461,25042
法乙,115.0,0.412,0.281,0.307,0.452,0.243,0.304,1.041,0.594,25042
法国杯,8.0,0.474,0.232,0.293,0.625,0.25,0.125,1.167,0.558,25042
法甲,135.0,0.445,0.244,0.311,0.422,0.267,0.311,0.451,0.798,25042
瑞典超,66.0,0.443,0.25,0.306,0.591,0.091,0.318,9.952,0.007,25042
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25042
美洲杯,31.0,0.462,0.248,0.29,0.387,0.323,0.29,1.071,0.585,25042
美职,65.0,0.506,0.238,0.256,0.569,0.2,0.231,1.063,0.588,25042
英冠,118.0,0.425,0.265,0.309,0.449,0.237,0.314,0.515,0.773,25042
英甲,3.0,0.464,0.273,0.262,0.333,0.667,0.0,2.598,0.273,25042
英超,317.0,0.445,0.228,0.327,0.404,0.256,0.341,2.411,0.3,25042
荷乙,55.0,0.453,0.24,0.308,0.436,0.182,0.382,1.793,0.408,25042
荷兰杯,2.0,0.386,0.158,0.456,0.5,0.0,0.5,0.391,0.823,25042
荷甲,39.0,0.397,0.238,0.365,0.282,0.359,0.359,3.702,0.157,25042
葡萄牙杯,4.0,0.408,0.253,0.339,0.25,0.5,0.25,1.307,0.52,25042
葡超,64.0,0.428,0.24,0.332,0.359,0.297,0.344,1.59,0.452,25042
西甲,218.0,0.441,0.258,0.302,0.436,0.266,0.298,0.077,0.962,25042
解放者杯,16.0,0.49,0.263,0.247,0.438,0.312,0.25,0.238,0.888,25042
足总杯,18.0,0.529,0.209,0.262,0.556,0.222,0.222,0.149,0.928,25042
J2联赛,12.0,0.309,0.275,0.417,0.333,0.25,0.417,0.05,0.975,25043
J联赛,25.0,0.418,0.27,0.311,0.52,0.36,0.12,4.301,0.116,25043
世亚预,66.0,0.481,0.217,0.303,0.394,0.333,0.273,5.389,0.068,25043
世南美预,17.0,0.456,0.252,0.292,0.588,0.412,0.0,7.347,0.025,25043
亚冠,38.0,0.488,0.226,0.286,0.658,0.211,0.132,5.457,0.065,25043
友谊赛,22.0,0.624,0.198,0.178,0.636,0.273,0.091,1.577,0.454,25043
国王杯,3.0,0.479,0.264,0.257,0.0,0.667,0.333,3.341,0.188,25043
天皇杯,31.0,0.385,0.24,0.376,0.452,0.097,0.452,3.475,0.176,25043
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25043
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25043
德乙,63.0,0.445,0.251,0.304,0.476,0.19,0.333,1.24,0.538,25043
德国杯,18.0,0.465,0.21,0.325,0.611,0.111,0.278,1.79,0.409,25043
德甲,256.0,0.444,0.231,0.325,0.395,0.246,0.359,2.569,0.277,25043
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25043
意大利杯,20.0,0.586,0.233,0.18,0.75,0.1,0.15,2.541,0.281,25043
意甲,229.0,0.419,0.262,0.319,0.393,0.314,0.293,3.3,0.192,25043
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25043
挪超,67.0,0.468,0.237,0.295,0.373,0.299,0.328,2.612,0.271,25043
日联杯,10.0,0.276,0.263,0.461,0.3,0.4,0.3,1.294,0.524,25043
欧冠,185.0,0.46,0.228,0.312,0.476,0.184,0.341,2.184,0.335,25043
欧协联,74.0,0.471,0.247,0.282,0.473,0.27,0.257,0.331,0.847,25043
欧国联,112.0,0.446,0.244,0.31,0.438,0.241,0.321,0.073,0.964,25043
欧洲杯,51.0,0.41,0.256,0.333,0.333,0.373,0.294,3.65,0.161,25043
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25043
欧联,166.0,0.463,0.247,0.29,0.506,0.211,0.283,1.549,0.461,25043
法乙,115.0,0.412,0.281,0.307,0.452,0.243,0.304,1.041,0.594,25043
法国杯,8.0,0.474,0.232,0.293,0.625,0.25,0.125,1.167,0.558,25043
法甲,137.0,0.448,0.243,0.309,0.423,0.27,0.307,0.592,0.744,25043
瑞典超,66.0,0.443,0.25,0.306,0.591,0.091,0.318,9.952,0.007,25043
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25043
美洲杯,31.0,0.462,0.248,0.29,0.387,0.323,0.29,1.071,0.585,25043
美职,65.0,0.506,0.238,0.256,0.569,0.2,0.231,1.063,0.588,25043
英冠,110.0,0.422,0.266,0.313,0.455,0.245,0.3,0.506,0.777,25043
英甲,3.0,0.464,0.273,0.262,0.333,0.667,0.0,2.598,0.273,25043
英超,320.0,0.445,0.228,0.327,0.406,0.253,0.341,2.092,0.351,25043
荷乙,55.0,0.453,0.24,0.308,0.436,0.182,0.382,1.793,0.408,25043
荷兰杯,2.0,0.386,0.158,0.456,0.5,0.0,0.5,0.391,0.823,25043
荷甲,39.0,0.397,0.238,0.365,0.282,0.359,0.359,3.702,0.157,25043
葡萄牙杯,4.0,0.408,0.253,0.339,0.25,0.5,0.25,1.307,0.52,25043
葡超,63.0,0.433,0.241,0.326,0.365,0.302,0.333,1.642,0.44,25043
西甲,220.0,0.44,0.258,0.301,0.432,0.268,0.3,0.117,0.943,25043
解放者杯,16.0,0.49,0.263,0.247,0.438,0.312,0.25,0.238,0.888,25043
足总杯,18.0,0.529,0.209,0.262,0.556,0.222,0.222,0.149,0.928,25043
J2联赛,12.0,0.309,0.275,0.417,0.333,0.25,0.417,0.05,0.975,25044
J联赛,25.0,0.418,0.27,0.311,0.52,0.36,0.12,4.301,0.116,25044
世亚预,71.0,0.498,0.213,0.288,0.423,0.324,0.254,5.179,0.075,25044
世南美预,17.0,0.456,0.252,0.292,0.588,0.412,0.0,7.347,0.025,25044
亚冠,38.0,0.488,0.226,0.286,0.658,0.211,0.132,5.457,0.065,25044
友谊赛,22.0,0.624,0.198,0.178,0.636,0.273,0.091,1.577,0.454,25044
国王杯,3.0,0.479,0.264,0.257,0.0,0.667,0.333,3.341,0.188,25044
天皇杯,31.0,0.385,0.24,0.376,0.452,0.097,0.452,3.475,0.176,25044
奥运女足,22.0,0.468,0.214,0.318,0.5,0.045,0.455,4.264,0.119,25044
奥运男足,27.0,0.421,0.24,0.339,0.481,0.111,0.407,2.465,0.292,25044
德乙,63.0,0.445,0.251,0.304,0.476,0.19,0.333,1.24,0.538,25044
德国杯,17.0,0.472,0.205,0.323,0.647,0.118,0.235,2.148,0.342,25044
德甲,256.0,0.444,0.231,0.325,0.395,0.246,0.359,2.569,0.277,25044
德超杯,1.0,0.549,0.232,0.219,0.0,1.0,0.0,3.308,0.191,25044
意大利杯,19.0,0.589,0.231,0.18,0.737,0.105,0.158,2.06,0.357,25044
意甲,229.0,0.419,0.262,0.319,0.393,0.314,0.293,3.3,0.192,25044
意超杯,1.0,0.535,0.266,0.199,1.0,0.0,0.0,0.869,0.648,25044
挪超,66.0,0.469,0.236,0.295,0.379,0.288,0.333,2.225,0.329,25044
日联杯,10.0,0.276,0.263,0.461,0.3,0.4,0.3,1.294,0.524,25044
欧冠,185.0,0.46,0.228,0.312,0.476,0.184,0.341,2.184,0.335,25044
欧协联,74.0,0.471,0.247,0.282,0.473,0.27,0.257,0.331,0.847,25044
欧国联,121.0,0.442,0.247,0.311,0.43,0.248,0.322,0.09,0.956,25044
欧洲杯,51.0,0.41,0.256,0.333,0.333,0.373,0.294,3.65,0.161,25044
欧洲超级杯,1.0,0.615,0.211,0.174,1.0,0.0,0.0,0.627,0.731,25044
欧联,166.0,0.463,0.247,0.29,0.506,0.211,0.283,1.549,0.461,25044
法乙,115.0,0.412,0.281,0.307,0.452,0.243,0.304,1.041,0.594,25044
法国杯,7.0,0.427,0.246,0.327,0.571,0.286,0.143,1.111,0.574,25044
法甲,137.0,0.448,0.243,0.309,0.423,0.27,0.307,0.592,0.744,25044
瑞典超,66.0,0.443,0.25,0.306,0.591,0.091,0.318,9.952,0.007,25044
社区盾杯,1.0,0.508,0.243,0.249,0.0,1.0,0.0,3.117,0.21,25044
美洲杯,31.0,0.462,0.248,0.29,0.387,0.323,0.29,1.071,0.585,25044
美职,65.0,0.506,0.238,0.256,0.569,0.2,0.231,1.063,0.588,25044
英冠,110.0,0.422,0.266,0.313,0.455,0.245,0.3,0.506,0.777,25044
英甲,2.0,0.49,0.265,0.245,0.5,0.5,0.0,0.909,0.635,25044
英超,315.0,0.445,0.228,0.327,0.406,0.248,0.346,1.954,0.376,25044
荷乙,55.0,0.453,0.24,0.308,0.436,0.182,0.382,1.793,0.408,25044
荷兰杯,2.0,0.386,0.158,0.456,0.5,0.0,0.5,0.391,0.823,25044
荷甲,36.0,0.408,0.239,0.352,0.306,0.361,0.333,3.189,0.203,25044
